id,createdAt,closed,dateLastActivity,idList,name,points,desc,idMembers,membersFullName,labels,due,shortUrl,url,pos,idBoard,idShort,shortLink,subscribed,badges,idLabels,stickers,descData,idAttachementCover,attachments
"5e41c6233e1af518a79d915e","Mon Feb 10 2020 16:07:47 GMT-0500 (Eastern Standard Time)","false","2020-03-05T19:14:49.672Z","Sprint 1 Done","Framework - Identifying Technical Category","","Olivia needs to determine at least 10 different controls that deal with technical controls. She understands that this can be done with different types of software in order to lower the risk of attack and to help others get a better understanding of what a technical control is. 
Acceptance Criteria:
-Provide a better understanding of technical controls. 
-Generate an outline for users to follow when adding a technical control. ","","","Value: High,Difficulty: 8","","https://trello.com/c/bRWIHSPC","https://trello.com/c/bRWIHSPC/32-framework-identifying-technical-category","1963008","5e31d8cddb572e685106c6b2","32","bRWIHSPC","false","","5e31d8cdaf988c41f2e83b25,5e31d8cdaf988c41f2e83b20","","[object Object]","",""
"5e41c4ac205e316002fa2185","Mon Feb 10 2020 16:01:32 GMT-0500 (Eastern Standard Time)","false","2020-03-05T19:14:47.545Z","Sprint 1 Done","Framework - Identifying Physical Category","","As a security specialist, Anna is eager to research and determine at least 10 different controls that deal with hardware security controls.. Hardware can make mistakes and Anna would like to lower the risks and help others get a better understanding of these kinds of risks.

Acceptance Criteria:
-generate an outline for users to follow when adding new physical controls
-provide a better understanding of physical controls","","","Difficulty: 8,Value: High","","https://trello.com/c/T3TKTAJm","https://trello.com/c/T3TKTAJm/23-framework-identifying-physical-category","1972224","5e31d8cddb572e685106c6b2","23","T3TKTAJm","false","","5e31d8cdaf988c41f2e83b20,5e31d8cdaf988c41f2e83b25","","[object Object]","",""
"5e431d1e0f340686f09653bf","Tue Feb 11 2020 16:31:10 GMT-0500 (Eastern Standard Time)","false","2020-03-05T19:14:35.101Z","Sprint 1 Done","Framework - Identifying Preventative Type","","As a security professional, Elissa needs a way to figure out what a preventative control type consists of and to classify at least 10 different types of preventative mitigations.

Acceptance Criteria:
-Provide a better understanding of preventative security types. 
-Generate an outline for users to follow when adding a preventative type. ","","","Value: High,Difficulty: 8","","https://trello.com/c/vmEpXi2g","https://trello.com/c/vmEpXi2g/66-framework-identifying-preventative-type","1990656","5e31d8cddb572e685106c6b2","66","vmEpXi2g","false","","5e31d8cdaf988c41f2e83b25,5e31d8cdaf988c41f2e83b20","","[object Object]","",""
"5e449a980a2528237815f518","Wed Feb 12 2020 19:38:48 GMT-0500 (Eastern Standard Time)","false","2020-03-05T19:11:13.280Z","Sprint 1 Done","Framework - Identifying Corrective Type","","As a security professional, Dan needs a way to figure out what a corrective control type consists of and to classify at least 10 different types of detective mitigations.

Acceptance Criteria:
-Provide a better understanding of corrective security types. 
-Generate an outline for users to follow when adding a corrective type. ","","","Difficulty: 8,Value: High","","https://trello.com/c/fZIXKqJW","https://trello.com/c/fZIXKqJW/77-framework-identifying-corrective-type","1998848","5e31d8cddb572e685106c6b2","77","fZIXKqJW","false","","5e31d8cdaf988c41f2e83b20,5e31d8cdaf988c41f2e83b25","","[object Object]","",""
"5e431d38458ced03ab5bc533","Tue Feb 11 2020 16:31:36 GMT-0500 (Eastern Standard Time)","false","2020-03-05T19:11:02.776Z","Sprint 1 Done","Framework - Identifying Detective Type","","As a security professional, Dana needs a way to figure out what a detective control type consists of and to classify at least 10 different types of detective mitigations.

Acceptance Criteria:
-Provide a better understanding of detective security types. 
-Generate an outline for users to follow when adding a detective type. ","","","Value: High,Difficulty: 8","","https://trello.com/c/eApmOyOu","https://trello.com/c/eApmOyOu/67-framework-identifying-detective-type","2015232","5e31d8cddb572e685106c6b2","67","eApmOyOu","false","","5e31d8cdaf988c41f2e83b25,5e31d8cdaf988c41f2e83b20","","[object Object]","",""
"5e4d9d073ae4ae314654e791","Wed Feb 19 2020 15:39:35 GMT-0500 (Eastern Standard Time)","false","2020-03-05T19:24:48.206Z","Sprint 1 Done","Spike- Research of Three Control Categories","","Commence research on each of the three categories and have examples of each.  The three categories are Administrative, Physical, and Technical.","MB, KS, TM, G","Michael Burke, stansfiek0, Theresa Morris, glenna29","","","https://trello.com/c/Xx4y3aNN","https://trello.com/c/Xx4y3aNN/78-spike-research-of-three-control-categories","2019328","5e31d8cddb572e685106c6b2","78","Xx4y3aNN","false","","","","[object Object]","",""
"5e4d9dcc1e07930c2fcfa089","Wed Feb 19 2020 15:42:52 GMT-0500 (Eastern Standard Time)","false","2020-03-05T19:19:19.365Z","Sprint 1 Done","Spike- Research of Control Types","","Commence research on the different security controls (could be 5 or could even be more).  Base this information off of previous frameworks (links have already been provided). The NSA Framework would be a good place to start.","MB, TM, G, KS","Michael Burke, Theresa Morris, glenna29, stansfiek0","","","https://trello.com/c/RuuENBf1","https://trello.com/c/RuuENBf1/79-spike-research-of-control-types","2023424","5e31d8cddb572e685106c6b2","79","RuuENBf1","false","","","","[object Object]","",""
"5e4da581a3bd31889c606cb7","Wed Feb 19 2020 16:15:45 GMT-0500 (Eastern Standard Time)","false","2020-03-05T19:14:37.933Z","Sprint 1 Done","Spike- Brief MySQL refresher","","Commence research on MySQL to prepare the database.  This is necessary to create a proper database.","MB, G","Michael Burke, glenna29","","","https://trello.com/c/Qfzu5ec1","https://trello.com/c/Qfzu5ec1/80-spike-brief-mysql-refresher","2031616","5e31d8cddb572e685106c6b2","80","Qfzu5ec1","false","","","","[object Object]","",""
"5e56a3646e76b72cffbf1031","Wed Feb 26 2020 11:57:08 GMT-0500 (Eastern Standard Time)","false","2020-03-05T19:19:28.786Z","Sprint 1 Done","Spike- Research AJAX","","To truly fulfill our sponsors desires, research on asynchronous java is required.","KS, TM","stansfiek0, Theresa Morris","","","https://trello.com/c/cuvUyNna","https://trello.com/c/cuvUyNna/82-spike-research-ajax","2048000","5e31d8cddb572e685106c6b2","82","cuvUyNna","false","","","","[object Object]","",""
"5e6014f0fc10dc42df76debb","Wed Mar 04 2020 15:52:00 GMT-0500 (Eastern Standard Time)","false","2020-03-27T21:39:15.570Z","Sprint 2 Done","DB - Get: Type","","When Greg wants to look up a mitigation there must be a procedure to get type of security control. After selecting the type, a procedure will return all of the security control types in alphabetically ordered set.

Acceptance Criteria: 
- Return set of security control types.
- Return the set alphabetically sorted.","G, MB","glenna29, Michael Burke","Difficulty: 1,Value: Medium","","https://trello.com/c/uIt5rPC2","https://trello.com/c/uIt5rPC2/87-db-get-type","32767.5","5e31d8cddb572e685106c6b2","87","uIt5rPC2","false","","5e31ddd72f2cc5719eda9476,5e31dd80d4da4e1ea78d8f41","","[object Object]","",""
"5e6014a824e65c5bb32d64ae","Wed Mar 04 2020 15:50:48 GMT-0500 (Eastern Standard Time)","false","2020-03-27T21:39:07.060Z","Sprint 2 Done","DB - Get: Category","","When Greg is searching for a mitigation, there must be a procedure to search for category's in the security control. After selecting a category a procedure in place returns all of the security control categories in an alphabetically ordered set.

Acceptance Criteria: 
- Return set of security control categories.
- Return the set alphabetically sorted.","G, MB","glenna29, Michael Burke","Difficulty: 1,Value: Medium","","https://trello.com/c/8qC5DOrq","https://trello.com/c/8qC5DOrq/85-db-get-category","65535","5e31d8cddb572e685106c6b2","85","8qC5DOrq","false","","5e31ddd72f2cc5719eda9476,5e31dd80d4da4e1ea78d8f41","","[object Object]","",""
"5e433acd938a42652ca89634","Tue Feb 11 2020 18:37:49 GMT-0500 (Eastern Standard Time)","false","2020-03-26T05:12:20.564Z","Sprint 2 Done","Web Interface - Connect Database to web page","","As Kaira works on the security database web interface, she knows that she needs the data from the database to be displayed and used in various ways across the entire web page.  Naturally, she needs to connect the database to the web interface such that calls from the web page go out to the database, and return the necessary data.  This link should be present at all times, and if not, it should state an error noting there is no database connection.  the error should display if there is no connection to the database at least 90% of the time.

Acceptance Criteria -
Web Interface can access database
database can return data to web interface
Display error if there is no connection","TM","Theresa Morris","Value: High,Difficulty: 2","","https://trello.com/c/Rtb4UeQU","https://trello.com/c/Rtb4UeQU/69-web-interface-connect-database-to-web-page","81919","5e31d8cddb572e685106c6b2","69","Rtb4UeQU","false","","5e31d8cdaf988c41f2e83b25,5e31d8cdaf988c41f2e83b26","","[object Object]","",""
"5e41c26f64b85f8bf168993a","Mon Feb 10 2020 15:51:59 GMT-0500 (Eastern Standard Time)","false","2020-03-26T16:38:40.771Z","Sprint 2 Done","Search Bar - Database risk lookup","","Julie wants to find all the mitigations associated with a specific risk. She types into the web interfaces search bar the risk name, or a matching keyword. What she types in will then be looked up in the database, and mitigation's with that risk will be returned to her in a dropdown menu. If there are no mitigations associated with that risk, the dropdown will show no match.

Acceptance Criteria:
- The user should be able to search for risks using the risks name, or a keyword from the description
- The user should be able to search ignoring case
- The user should be able to search ignoring punctuation (ie. its = it's)
- The search bar should quickly search through all mitigations for a quick and accurate result","TM","Theresa Morris","Difficulty: 8,Value: Medium","","https://trello.com/c/YZYNUQex","https://trello.com/c/YZYNUQex/9-search-bar-database-risk-lookup","82943","5e31d8cddb572e685106c6b2","9","YZYNUQex","false","","5e31d8cdaf988c41f2e83b20,5e31dd80d4da4e1ea78d8f41","","[object Object]","",""
"5e41c938a7eb691d67f252c8","Mon Feb 10 2020 16:20:56 GMT-0500 (Eastern Standard Time)","false","2020-03-26T16:50:46.392Z","Sprint 2 Done","Web Interface - Display when last updated","","When Aniera looks into a mitigation page, she wants to know how recent the information is.  On the mitigation page, there is a field that clearly details with both date and time hte most recent update to the page, as well as the day it was entered in the database in the first place.  This should occur 98% of the time

Acceptance Criteria:
Date updated properly populates in the database
Date updated is displayed on every mitigation page","","","Value: Low,Difficulty: 5","","https://trello.com/c/AX7ikAbd","https://trello.com/c/AX7ikAbd/42-web-interface-display-when-last-updated","83455","5e31d8cddb572e685106c6b2","42","AX7ikAbd","false","","5e31dda454c6f545022349e5,5e31d8cdaf988c41f2e83b1e","","[object Object]","",""
"5e41c25c036e64270e239fc5","Mon Feb 10 2020 15:51:40 GMT-0500 (Eastern Standard Time)","false","2020-03-26T05:56:30.349Z","Sprint 2 Done","Search Bar - Database Mitigation lookup","","When Xavier on the security team wants to find an existing mitigation, he types into the web interfaces search bar the mitigations name or a keyword. What he types in will then be looked up in the mitigation's database, and then be returned to the him if there is a hit in the search bars dropdown menu every time. If not, the dropdown will show no match, and he will know the mitigation does not exist yet.

Acceptance Criteria:
- The user should be able to search for mitigations using the mitigations name, or a keyword from the description
- The user should be able to search ignoring case
- The user should be able to search ignoring punctuation (ie. its = it's)
- The search bar should quickly search through all mitigations for a quick and accurate result","TM","Theresa Morris","Value: High,Difficulty: 5","","https://trello.com/c/C45fUeFt","https://trello.com/c/C45fUeFt/8-search-bar-database-mitigation-lookup","83967","5e31d8cddb572e685106c6b2","8","C45fUeFt","false","","5e31d8cdaf988c41f2e83b25,5e31d8cdaf988c41f2e83b1e","","[object Object]","",""
"5e41c1a5c088250ed832e81d","Mon Feb 10 2020 15:48:37 GMT-0500 (Eastern Standard Time)","false","2020-03-26T06:36:09.005Z","Sprint 2 Done","Web Interface - Dropdown menu","","When Esmeralda is searching for a mitigation, as she types, a dropdown menu begins to populate with things that may fit her search criteria, regardless of capitalization and punctuation.  This menu is located at the top of the screen, and remains persistent across screens on the interface.  7/8 times, when she searches, the menu should drop down  and autopopulate based on her current search.

Acceptance Criteria-
Search bar on top is created
Dropdown pops up as letters are entered, corresponding to a search in the database for that term
Memory in dropdown is persistent across pages.","KS","stansfiek0","Value: Medium,Difficulty: 2","","https://trello.com/c/SY4j1mU9","https://trello.com/c/SY4j1mU9/4-web-interface-dropdown-menu","84991","5e31d8cddb572e685106c6b2","4","SY4j1mU9","false","","5e31dd80d4da4e1ea78d8f41,5e31d8cdaf988c41f2e83b26","","[object Object]","",""
"5e41c1a0243c485022c1b0c9","Mon Feb 10 2020 15:48:32 GMT-0500 (Eastern Standard Time)","false","2020-03-26T04:43:58.817Z","Sprint 2 Done","Web Interface - Results Display","","When Eva searches for a particular mitigation using the search bar, Upon hitting enter, the web page brings up a list of all mitigations that match the keyword she has searched for, or none if there are no results.

Acceptance Criteria - 
Results actually display on the page
'No results' shows if there are no results for the current searched mitigation

","TM","Theresa Morris","Value: High,Difficulty: 2","","https://trello.com/c/3Oo6ddT3","https://trello.com/c/3Oo6ddT3/3-web-interface-results-display","86015","5e31d8cddb572e685106c6b2","3","3Oo6ddT3","false","","5e31d8cdaf988c41f2e83b25,5e31d8cdaf988c41f2e83b26","","[object Object]","",""
"5e41c55111059a5663254955","Mon Feb 10 2020 16:04:17 GMT-0500 (Eastern Standard Time)","false","2020-03-26T04:16:50.829Z","Sprint 2 Done","Search Bar - User hit enter to go to new page in web interface with results display","","When user Ryan types his desired text into the search bar, he will press the 'enter' button on his keyboard in order to redirect him to a new page with mitigation results every time.

Acceptance Criteria:
- When the 'enter' button is pressed, the user will be redirected to the page with the corresponding search results. The user can then make their selection here.","TM","Theresa Morris","Difficulty: 1,Value: High","","https://trello.com/c/jSPUxHxt","https://trello.com/c/jSPUxHxt/28-search-bar-user-hit-enter-to-go-to-new-page-in-web-interface-with-results-display","90111","5e31d8cddb572e685106c6b2","28","jSPUxHxt","false","","5e31ddd72f2cc5719eda9476,5e31d8cdaf988c41f2e83b25","","[object Object]","",""
"5e6adeb147898c60a9efdcaa","Thu Mar 12 2020 21:15:29 GMT-0400 (Eastern Daylight Time)","false","2020-03-27T21:38:48.460Z","Sprint 2 Done","DB - Get: OS Name","","When Felix wants to search for a mitigation in the database, he would like to search for his operation system associated with the mitigation. There is a procedure that gets all the operating systems in alphabetical order.

Acceptance Criteria:
- Getting all Operating Systems in alphabetical order
- Returns the data as a set","G, MB","glenna29, Michael Burke","Difficulty: 1,Value: Medium","","https://trello.com/c/OvPc0YbX","https://trello.com/c/OvPc0YbX/94-db-get-os-name","98303","5e31d8cddb572e685106c6b2","94","OvPc0YbX","false","","5e31ddd72f2cc5719eda9476,5e31dd80d4da4e1ea78d8f41","","[object Object]","",""
"5e6adecf403b6932ce90ff64","Thu Mar 12 2020 21:15:59 GMT-0400 (Eastern Daylight Time)","false","2020-03-27T21:38:35.331Z","Sprint 2 Done","DB - Get: OS Version","","When Felix wants to search for a mitigation in the database, he would like to search for his operation system and the version number associated with it. There is a procedure that gets all the version in ascending order and if multiple systems are searched its alphabetical and ascending order.

Acceptance Criteria:
- Returns version numbers of the Operating Systems in ascending order
- Returns a set of version numbers","G, MB","glenna29, Michael Burke","Difficulty: 1,Value: Medium","","https://trello.com/c/zSwL6df0","https://trello.com/c/zSwL6df0/95-db-get-os-version","114687","5e31d8cddb572e685106c6b2","95","zSwL6df0","false","","5e31ddd72f2cc5719eda9476,5e31dd80d4da4e1ea78d8f41","","[object Object]","",""
"5e41c6c4c1a5d7688d261746","Mon Feb 10 2020 16:10:28 GMT-0500 (Eastern Standard Time)","false","2020-03-26T02:26:26.423Z","Sprint 2 Done","Web Interface - Recent Mitigations","","When Alyse goes to the main index page, she decides to check if there were any new mitigations entered into the system.  She clicks a button that reads 'Recent Mitigations' to browse the most recent 50 mitigation submissions.

Acceptance Criteria - 
Page polls database and displays 50 most recent mitigations
Displayed in date order.","TM","Theresa Morris","Value: Low,Difficulty: 5","","https://trello.com/c/5Porr3NW","https://trello.com/c/5Porr3NW/36-web-interface-recent-mitigations","122879","5e31d8cddb572e685106c6b2","36","5Porr3NW","false","","5e31dda454c6f545022349e5,5e31d8cdaf988c41f2e83b1e","","[object Object]","",""
"5e6adea2a07ae84f9a3f3feb","Thu Mar 12 2020 21:15:14 GMT-0400 (Eastern Daylight Time)","false","2020-03-27T21:38:20.858Z","Sprint 2 Done","DB - Get: Systems","","Dave wants to find a mitigation with his specific operating system and version number. A procedure will get the name and version of all the system's(OS) in the database. It orders name's alphabetically and sorts version in ascending order, i.e. lower number versions of the same system name come before higher number versions.

Acceptance Criteria:
- Procedure returns set of all the systems names and versions.
- All system names are ordered alphabetically.
- All system versions are sorted in ascending order.","G","glenna29","Difficulty: 2,Value: Medium","","https://trello.com/c/XOXGqEUN","https://trello.com/c/XOXGqEUN/93-db-get-systems","131071","5e31d8cddb572e685106c6b2","93","XOXGqEUN","false","","5e31d8cdaf988c41f2e83b26,5e31dd80d4da4e1ea78d8f41","","[object Object]","",""
"5e6ae251ed55d180363a2d36","Thu Mar 12 2020 21:30:57 GMT-0400 (Eastern Daylight Time)","false","2020-03-27T21:38:08.019Z","Sprint 2 Done","DB - Adding: Security Control","","Procedure to add a security control to the database. A security control consists of one category also know as a security type and one type known as a security function.

Acceptance Criteria:
- Adds a security control consisting of one type and category.
- Does not overwrite existing security control.","G","glenna29","Difficulty: 2,Value: Medium","","https://trello.com/c/OPnKs41h","https://trello.com/c/OPnKs41h/101-db-adding-security-control","655359","5e31d8cddb572e685106c6b2","101","OPnKs41h","false","","5e31d8cdaf988c41f2e83b26,5e31dd80d4da4e1ea78d8f41","","[object Object]","",""
"5e41c3cdf5353760dec91c9a","Mon Feb 10 2020 15:57:49 GMT-0500 (Eastern Standard Time)","false","2020-03-26T16:00:40.145Z","Sprint 2 Done","Web Interface - Add New Mitigation","","Davayla, a security contractor, has been dealing with an as yet undocumented security breech.  Upon developing the mitigation for this breech, she needs to add it to the database, clicking on the displayed 'Add new mitigation' button on the web interface.  This brings her to a web page where she can enter in all of the information she needs to add a new mitigation.  This should occur 9/10 times.

Acceptance Criteria -
Upon clicking the 'add new mitigation' button, A new page loads containing all necessary fields for entering a new mitigation.
","TM, KS","Theresa Morris, stansfiek0","Value: High,Difficulty: 3","","https://trello.com/c/Xsmc4occ","https://trello.com/c/Xsmc4occ/19-web-interface-add-new-mitigation","688127","5e31d8cddb572e685106c6b2","19","Xsmc4occ","false","","5e31d8cdaf988c41f2e83b25,5e31d8cdaf988c41f2e83b1d","","[object Object]","",""
"5e6ae2275ab3dd0dcc679363","Thu Mar 12 2020 21:30:15 GMT-0400 (Eastern Daylight Time)","false","2020-03-27T21:35:41.750Z","Sprint 2 Done","DB - Adding: System","","As Dave is adding a new mitigation to the database, he also adds the system the mitigation is for (i.e. Windows 10 v 1.0) . A Procedure adds a new system to the database when given both the system name and the version of the system.

Acceptance Criteria:
- Procedure adds a new system to the database.
- Check to ensure does not overwrite old data.","G","glenna29","Difficulty: 2,Value: Medium","","https://trello.com/c/cnUFUczo","https://trello.com/c/cnUFUczo/99-db-adding-system","720895","5e31d8cddb572e685106c6b2","99","cnUFUczo","false","","5e31d8cdaf988c41f2e83b26,5e31dd80d4da4e1ea78d8f41","","[object Object]","",""
"5e41c686d8b48a03ead30997","Mon Feb 10 2020 16:09:26 GMT-0500 (Eastern Standard Time)","false","2020-03-26T16:00:57.896Z","Sprint 2 Done","Search Bar - Should lookup without punctuation","","When Sally types a mitigation in any of the search bars, the search should not care about punctuation. It should not matter whether she types 'administrative..' or 'administrative'. Nine out of ten times, the same information about about the administrative control should appear no matter what was typed in the search bar.

Acceptance Criteria:
-When the user searches for a Physical Category, they should be able to get the same results whether they type; 'physical', 'physical....', and '.physical.'.","TM","Theresa Morris","Value: Low,Difficulty: 2","","https://trello.com/c/3woITo0d","https://trello.com/c/3woITo0d/35-search-bar-should-lookup-without-punctuation","737279","5e31d8cddb572e685106c6b2","35","3woITo0d","false","","5e31dda454c6f545022349e5,5e31d8cdaf988c41f2e83b26","","[object Object]","",""
